Laufende Nummer;Regionalschlьssel;Gde. Schl. Nr.;Vgem-Schl. Nr.;Bezeichnung;Spalte001;Spalte002;Spalte003;Spalte004;Spalte005;Spalte006;Spalte007;Spalte008;Spalte009;Spalte010;Spalte011;Spalte012;Spalte013;Spalte014;Spalte015;Spalte016;Spalte017;Spalte018;Spalte019;Spalte020;Spalte021;Spalte022;Spalte023;Spalte024;Spalte025;Spalte026;Spalte027;Spalte028;Spalte029;Spalte030;Spalte031;Spalte032;Spalte033;Spalte034;Spalte035;Spalte036;Spalte037;Spalte038;Spalte039;Spalte040;Spalte041;Spalte042;Spalte043;Spalte044;Spalte045;Spalte046;Spalte047;Spalte048;Spalte049;Spalte050;Spalte051;Spalte052;Spalte053;Spalte054;Spalte055;Spalte056;Spalte057;Spalte058;Spalte059;Spalte060;Spalte061;Spalte062;Spalte063;Spalte064;Spalte065;Spalte066;Spalte067;Spalte068;Spalte069;Spalte070;Spalte071;Spalte072;Spalte073;Spalte074;Spalte075;Spalte076;Spalte077;Spalte078;Spalte079;Spalte080;Spalte081;Spalte082;Spalte083;Spalte084;Spalte085;Spalte086;Spalte087;Spalte088;Spalte089;Spalte090;Spalte091;Spalte092;Spalte093;Spalte094;Spalte095;Spalte096;Spalte097;Spalte098;Spalte099;Spalte100;Spalte101;Spalte102;Spalte103;Spalte104;Spalte105;Spalte106;Spalte107;Spalte108;Spalte109;Spalte110;Spalte111;Spalte112;Spalte113;Spalte114;Spalte115;Spalte116;Spalte117;Spalte118;Spalte119;Spalte120;Spalte121;Spalte122;Spalte123;Spalte124;Spalte125;Spalte126;Spalte127;Spalte128;Spalte129;Spalte130;Spalte131;Spalte132;Spalte133;Spalte134;Spalte135;Spalte136;Spalte137;Spalte138;Spalte139;Spalte140;Spalte141;Spalte142;Spalte143;Spalte144;Spalte145
293;9180117;117;;Garmisch-Partenk., M;205,6634;640,67;16,4;75,21;335,83;294,5;2174,62;10431,27;193,87;6698,47;1074,63;25742;25581;26821;12763;4,191593505;4,847347641;125,1677526;130,414276;1291;1742;697;1965;1516;6509;5493;7608;227;218;359;368;-150;2151;2472;1816;1838;634;861;796;514;6;1217;83;2;946;72;2;1322;105;1;1031;11120;4758;6362;1541;Х;Х;3575;1427;4743;4827;43,40827338;9304;3019;32,44840929;1808;5;27;15;8;0;0;55;50;450;137;Х;953;320;281;3;276;10436;25907;99,8;25708;99,1;25708;99,1;2639;150,7;30;228;18;49;18;11;2;5;45;4;23;18;4951;15615;3515;8642;3458;56873;6455;391743;958657;180;155;25;204;7;486;408;292;150;381;371;13542;450640,932;33277,28046;75767,23;5594,9808;12350;473,7609329;308328;24965,82996;31402,591;48,285;6504,024;8963,828;14405,684;400,0082843;429,9999207;360,000026;1185,227062;657,2151727;1121,867069;207,3035016;221,008093
294;9180118;118;;Grainau;49,3857;141,06;1,41;10,77;92,04;78,44;378,78;2629,97;192,35;1492,19;245,88;3383;3433;3508;1718;3,694945315;2,184678124;68,49564689;71,02652359;157;246;107;280;202;869;750;897;33;26;30;37;-11;389;407;398;350;57;75;75;66;1;99;6;0;0;0;0;0;0;0;0;790;407;383;207;0;35;608;61;86;418;52,91139241;1201;832;69,27560366;-414;0;6;6;1;0;0;13;13;143;29;0;80;36;39;0;0;0;3418;99,9;3135;91,6;3135;91,6;394;133,9;7;35;2;2;3;3;0;0;3;0;-1;4;870;1916;283;984;649;8139;2577;128279;443624;12;11;1;12;0;0;0;0;6;13;18;1760;53767,157;30549,52102;7965,541;4525,875568;1616;457,1428571;39329;24337,25248;3224,818;12,151;782,694;592,14;1659,877;399,9670836;399,9989779;380,000523;926,139575;426,1533601;864,2510052;281,711483;255,712305
295;9180119;119;136;Groяweil;22,0379;64,67;11,15;27;89,52;89,52;1106,94;821,32;34,85;48,34;182,8;1133;1444;1440;705;27,09620477;-0,27700831;51,40653358;65,33575318;91;123;45;132;96;351;345;257;12;17;13;11;6;80;60;91;78;-18;74;68;41;1;83;4;0;0;0;0;0;0;0;0;204;113;91;15;Х;79;18;Х;Х;142;69,60784314;645;583;90,3875969;-441;1;4;8;18;2;0;33;32;1187;550;8;Х;12;11;0;0;0;1457;100;1390;95,4;1390;95,4;139;159,8;4;25;2;4;2;1;1;0;3;0;-1;4;396;642;47;226;369;3184;Х;Х;Х;26;17;9;22;0;0;0;0;0;3;6;760;23547,74;30983,86842;3373,977;4439,443421;789;541,8956044;20013;25365,01901;1184,936;21,258;138,852;240,796;781,255;389,9834893;360;339,9997572;824,5901183;331,8469033;848,2004175;254,4175222;267,9806897
296;9180122;122;;Krьn;36,3213;86,83;7,31;10,32;75,94;71,16;743,56;2526,11;126,66;55,4;177,37;1745;1878;1910;950;9,455587393;1,703940362;48,04515419;52,58810573;78;107;57;172;132;471;416;477;12;11;14;17;-6;253;250;301;212;38;55;40;31;0;0;0;0;0;0;0;0;0;0;0;725;324;401;210;4;26;599;41;55;457;63,03448276;720;452;62,77777778;5;1;7;7;4;2;0;21;20;310;127;0;779;18;18;0;0;0;1841;97,5;1807;95,7;1807;95,7;251;162,2;4;7;0;0;0;0;0;0;0;0;0;0;459;1052;193;527;332;4233;1399;83491;358989;22;20;2;29;0;0;0;0;Х;5;8;1006;29020,854;28847,7674;4102,207;4077,740557;934;485,9521332;21563;23086,72377;2828,347;14,187;461,737;1363,072;917,567;399,9718072;420,0014554;360;1484,696588;1131,784777;1463,31706;89,74093264;6,61841405
297;9180123;123;;Mittenwald, M;132,8438;245,99;11,08;26,75;184,22;167,37;1236,82;8270,8;214,48;3094,24;466,82;8019;7342;7413;3677;-7,557052001;0,967038954;60,36585366;55,80397471;316;407;193;652;523;1709;1642;1971;62;49;73;97;-48;571;653;553;520;133;295;218;125;2;234;17;0;0;0;0;0;0;1;51;1543;739;804;200;Х;344;595;Х;442;352;22,81270253;2418;1227;50,74441687;-875;3;19;16;4;0;0;42;39;225;84;Х;457;61;52;2;Х;Х;7271;99,1;7278;99,2;7278;99,2;502;156;11;74;3;3;1;0;0;1;4;1;3;0;1669;4193;779;2094;1320;16663;1386;60785;245419;50;45;5;72;1;60;60;27;61;76;108;3818;97837,524;25625,33368;11943,876;3128,306967;3603;484,6650525;78491;21784,90147;6297,886;30,935;1496,978;1436,109;3119,857;490,0205924;489,9995417;349,9998046;854,4140551;423,6345136;798,7089947;343,574026;324,7311945
298;9180124;124;;Murnau a.Staffelsee, M;38,0474;392,68;13,32;45,53;132,52;113,43;2168,74;740,22;258,39;53,34;581,42;9913;11311;12184;5786;22,90931101;7,718150473;260,5256242;320,2102497;616;1034;400;865;628;3175;2589;2877;75;95;144;153;-58;1338;1318;1040;956;362;645;555;267;3;845;58;1;467;27;1;874;66;0;0;5747;2336;3411;603;Х;784;1290;Х;3042;3807;66,24325735;4247;2310;54,39133506;1497;3;8;13;14;2;1;41;38;845;311;Х;142;129;159;5;456;19954;11514;100;11464;99,6;11464;99,6;1019;150,6;11;53;9;22;9;6;1;2;31;15;7;9;2728;6180;1215;2686;2279;25576;962;37106;143482;59;51;8;64;2;280;222;116;69;101;140;6145;249010,642;40522,48039;46592,381;7582,161269;5841;476,3496983;176289;30181,30457;15772,698;22,426;2252,754;5098,77;8184,64;399,9643303;430,0002291;380,0001141;1314,829777;663,7892631;1271,453401;14,57775489;32,68574314
299;9180125;125;;Oberammergau;30,0643;164,24;3,67;10,88;82,66;81,48;664,42;1910,13;20,6;149,83;263,29;4944;5150;5208;2500;5,339805825;1,126213592;164,4710579;173,253493;212;464;174;368;263;1280;1121;1326;30;38;57;64;-26;414;496;380;382;114;283;188;104;2;306;19;0;0;0;0;0;0;0;0;1656;654;1002;203;Х;191;509;Х;786;880;53,14009662;1728;954;55,20833333;-74;3;3;4;5;1;0;16;13;278;Х;0;167;45;55;0;0;0;5113;99,6;5098;99,3;5098;99,3;Х;142,5;8;52;10;21;6;3;3;0;10;1;6;3;1320;2909;475;1276;1158;12652;1751;64705;250492;25;21;4;27;1;35;27;50;5;34;40;2848;105878,705;37176,51159;17367,377;6098,095857;3031;579,7628156;68296;22532,49753;5496,991;8,442;830,08;1228,846;3234,257;399,9052582;400;380,0002612;1055,692529;431,2592664;1009,024582;166,7907704;300,9730574
300;9180126;126;;Oberau;17,8562;79,55;12,45;40,63;45,02;39,46;297,8;979,97;19,91;310,29;178,72;2599;3035;3245;1587;24,85571374;6,919275124;145,5207167;181,6909295;165;252;121;245;176;770;718;798;25;27;45;69;-42;350;375;286;199;176;110;95;68;2;238;17;0;0;0;0;0;0;0;0;702;406;296;96;Х;294;211;Х;168;465;66,23931624;1101;864;78,47411444;-399;1;2;1;1;1;0;6;5;92;Х;0;Х;42;25;1;Х;Х;3079;99,9;3049;98,9;3049;98,9;15668;104,1;6;49;0;0;4;2;1;1;10;0;9;1;716;1567;259;783;525;6379;193;9252;20002;29;21;8;36;1;125;102;61;21;35;57;1521;44030,244;28948,22091;6216,114;4086,859961;1512;502,994012;35360;23386,24339;2725,301;6,937;450,465;752,854;1468,352;379,9014239;380,0013497;325,0004691;877,4311011;535,7907276;916,3667096;201,4168297;144,7765992
301;9180127;127;136;Ohlstadt;41,1597;118,6;16,29;7,21;149,76;121,56;1527,95;2126,07;47,3;122,79;292,88;2609;3163;3267;1581;25,22039095;3,288017705;63,38678329;79,37317784;168;288;107;261;152;824;775;692;32;32;20;25;7;225;213;219;207;6;112;103;79;1;127;8;0;0;0;0;0;0;0;0;540;259;281;38;Х;149;111;Х;205;300;55,55555556;1278;1038;81,22065728;-738;2;12;12;12;3;2;43;41;750;248;Х;659;31;32;0;0;0;3154;98,2;3072;95,6;3072;95,6;250;150,3;12;81;5;7;5;4;1;0;6;0;0;6;887;1584;160;735;689;7142;349;15437;81543;18;13;5;26;1;15;15;17;Х;7;10;1600;51240,137;32025,08563;7427,302;4642,06375;1616;503,4267913;43431;26875,61881;2293,698;20,448;308,754;223,445;1734,426;330,0193673;329,9993587;300,000999;702,7261029;232,3538603;740,185049;259,8232386;273,3902889
302;9180128;128;137;Riegsee;20,4323;71,48;4,55;5,55;42,86;42,86;1199,54;692,16;13,72;13,37;120,75;1000;1173;1204;592;20,4;2,642796249;48,94762604;58,93294175;59;94;43;96;64;305;277;266;10;15;14;15;0;57;84;61;61;23;29;24;19;0;0;0;0;0;0;0;0;0;0;0;Х;Х;Х;9;Х;32;19;24;Х;Х;Х;406;385;94,82758621;Х;0;7;15;20;1;0;43;43;1420;654;Х;Х;16;10;0;0;0;1186;99,2;1092;91,3;1092;91,3;86;150,2;6;27;3;5;2;2;0;0;2;0;0;2;386;608;39;237;332;3122;Х;1498;4896;3;3;0;4;0;0;0;0;0;Х;7;551;21475,262;38975,06715;3530,748;6407,891107;490;424,2424242;14520;29632,65306;1125,336;15,2;83,285;398,848;626,203;210,0027632;209,9974786;380,0013918;953,6745763;562,2610169;1014,463559;223,3546218;203,3869602
303;9180129;129;133;Saulgrub;35,4811;70,13;6,26;2,55;70,87;66,27;936,45;2173,5;59,65;228,7;146,68;1469;1600;1640;816;11,64057182;2,5;41,40360767;46,22322435;102;134;56;140;86;408;402;312;19;17;17;15;2;96;115;102;85;30;50;41;34;1;56;3;0;0;0;0;0;0;0;0;407;228;179;47;Х;240;77;16;Х;306;75,18427518;638;537;84,169279;-231;1;2;12;12;2;0;29;28;724;321;0;82;13;18;1;Х;Х;1579;98,4;1557;97;1557;97;Х;128,4;4;33;1;1;1;1;0;0;1;0;0;1;456;776;87;327;362;3635;195;5179;25974;12;10;2;16;0;0;0;0;Х;Х;5;815;23619,718;28981,24908;3169,264;3888,667485;821;498,1796117;20055;24427,52741;1118,889;16,263;126,683;205,122;766,771;330,0121753;279,999558;290,0001095;691,0988264;330,0623842;766,8258184;342,6509609;300,6463642
304;9180131;131;136;Schwaigen;23,5825;30,63;0,02;2,89;31,87;31,87;630,41;1630,11;18,95;13,37;65,84;556;599;593;308;6,654676259;-1,001669449;23,5793045;25,14843087;35;47;15;47;24;144;128;153;3;6;13;18;-12;61;40;47;21;19;42;41;32;0;0;0;0;0;0;0;0;0;0;0;Х;Х;Х;Х;0;Х;Х;Х;Х;Х;Х;181;171;94,47513812;Х;0;1;1;9;4;0;15;15;683;290;0;42;5;3;0;0;0;511;87,7;509;87,3;509;87,3;7;139,4;0;0;2;2;4;3;1;0;5;0;2;3;165;282;24;118;140;1381;0;0;0;4;3;1;3;1;44;43;41;9;13;18;262;8529,58;32555,64885;1252,742;4781,458015;255;424,2928453;7123;27933,33333;372,093;12,563;49,619;14,246;293,788;420,0267469;379,9892786;350,0261552;632,8112245;139,877551;629,6054422;364,5283019;387,0716724
305;9180132;132;137;Seehausen a.Staffelsee;15,7134;97,9;7,11;11,76;37,94;30,78;446,34;197,92;767,18;5,19;148,98;1917;2392;2394;1176;24,88262911;0,08361204;122,0241884;152,3870146;110;233;79;176;121;561;540;574;20;18;26;24;-6;175;181;191;164;17;100;72;57;0;0;0;0;0;0;0;0;0;0;0;361;146;215;28;Х;65;Х;39;191;316;87,53462604;747;703;94,10977242;-387;0;4;1;13;1;0;19;19;632;307;0;Х;30;23;1;Х;Х;2395;100;2395;100;2395;100;127;149,9;6;11;1;2;2;0;1;1;12;5;6;1;635;1290;216;523;551;5717;135;10662;41158;9;7;2;9;0;0;0;0;4;19;11;1080;47796,976;44256,45926;9370,489;8676,378704;1013;405,0379848;33709;33276,40671;3191,646;9,801;272,548;1415,803;1485,546;280,0285714;279,9987672;300;1326,53616;1398,9468;1615,507066;0;0
306;9180133;133;137;Spatzenhausen;7,7338;49,15;19,29;7,45;30,7;30,7;604,82;50,2;7,53;4,24;88,05;670;735;725;372;8,208955224;-1,360544218;86,67529107;93,79042691;33;54;37;60;38;207;161;135;6;6;5;7;-1;49;49;35;57;-8;40;28;24;0;0;0;0;0;0;0;0;0;0;0;103;64;39;Х;Х;29;42;6;Х;76;73,78640777;297;270;90,90909091;-194;1;4;7;19;0;0;31;30;1454;668;Х;Х;8;6;0;0;0;704;99,2;697;98,2;697;98,2;196;151,8;1;Х;0;0;0;0;0;0;0;0;0;0;190;321;25;103;193;1648;0;Х;Х;7;6;1;6;0;0;0;0;0;3;0;332;10824,161;32602,89458;1519,171;4575,816265;325;424,8366013;8540;26276,92308;570,825;14,607;54,455;122,612;352,697;270;269,9935545;379,9958502;772,4289581;350,8849797;771,0230041;262,6963788;266,4959128
307;9180134;134;;Uffing a.Staffelsee;42,7468;138,24;1,94;21,35;85,74;80,31;2175,86;1796,56;41,33;13,66;247,78;2194;2941;2973;1431;35,50592525;1,088065284;51,32163743;69,54385965;149;276;114;217;134;749;740;594;18;24;24;24;0;191;198;159;217;-19;97;82;63;1;196;9;0;0;0;0;0;0;0;0;449;250;199;27;13;129;125;103;79;297;66,14699332;1023;871;85,14173998;-574;1;7;9;24;12;0;53;52;2672;1251;30;185;25;29;1;Х;Х;2933;99;2688;90,7;2688;90,7;190;150,4;7;25;5;5;6;6;0;0;9;0;4;5;841;1479;174;564;741;7044;Х;Х;Х;10;7;3;7;0;0;0;0;Х;10;19;1443;55301,108;38323,70617;9518,915;6596,614692;1340;449,9664204;40275;30055,97015;2939,137;29,232;291,806;843,118;1769,661;269,9916874;280,0011515;379,9993201;986,618664;481,1876469;1020,526015;161,8563238;120,8960214
308;9180135;135;135;Unterammergau;29,9308;59,21;11,11;3,3;68,7;62,36;991,65;1631,73;26,42;200,96;135,07;1217;1489;1514;773;24,4042728;1,678979181;40,6615436;50,58469763;74;150;56;109;85;373;335;332;10;11;12;16;-5;76;102;94;88;14;66;56;32;1;52;4;0;0;0;0;0;0;0;0;174;109;65;12;Х;57;53;Х;32;107;61,49425287;549;482;87,79599271;-375;0;4;15;4;4;0;27;27;569;240;Х;Х;19;18;0;0;0;1524;100;1510;99,1;1510;99,1;418;122,2;4;30;1;3;0;0;0;0;2;0;2;0;441;754;75;296;383;3741;127;7636;12723;9;5;4;6;0;0;0;0;0;10;8;718;20814,354;28989,35097;3284,792;4574,91922;701;478,1718963;16511;23553,49501;917,916;17,219;178,738;109,017;608,572;520,0543642;449,9949648;350,0012761;613,1703407;208,3246493;596,0701403;383,7366689;404,9966777
309;9180136;136;;Wallgau;33,9606;56,19;11,26;29,3;57,06;57,06;344,43;2647,67;83,5;166,65;148,18;1170;1380;1458;731;24,61538462;5,652173913;34,45229682;42,93286219;79;119;39;131;81;394;291;324;11;12;12;15;-3;100;114;85;87;27;55;41;27;1;97;6;0;0;0;0;0;0;0;0;228;117;111;42;Х;53;110;Х;34;96;42,10526316;533;402;75,42213884;-306;0;6;6;3;0;0;15;15;289;77;Х;196;10;14;0;0;0;1405;100;1372;97,7;1372;97,7;209;150,1;6;25;1;2;2;2;0;0;2;0;0;2;357;740;103;374;263;3157;588;16560;76361;12;10;2;10;0;0;0;0;3;5;Х;637;17864,251;28044,35008;2207,167;3464,940345;598;428,9813486;13187;22051,83946;1108,549;12,676;255,744;280,655;493,215;400;400;350,0014891;759,8005483;435,8567512;724,6230295;336,371831;293,874477
310;9180444;444;;Gemeindefreie Gebiete;83,4614;3,41;0,33;0,38;36,88;36,88;137,09;5121,14;151,44;2895,47;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Х;Х;Х;Х;Х;Х;Х;Х;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
311;9181111;111;142;Apfeldorf;12,3122;55,07;2,41;4,66;42,69;42,69;797,26;239,42;77,67;12,04;105,54;828;1070;1136;578;37,19806763;6,168224299;67,2623883;92,28269699;72;83;41;103;72;315;251;199;8;13;7;11;2;90;83;74;42;41;55;41;22;1;57;3;0;0;0;0;0;0;0;0;156;111;45;21;Х;99;Х;Х;Х;115;73,71794872;459;418;91,06753813;-303;1;8;9;13;2;0;33;32;1398;649;Х;112;16;10;0;0;0;1067;99,4;1054;98,2;1054;98,2;89;172;10;83;10;14;13;11;2;0;15;0;2;13;363;487;28;101;358;2832;0;0;0;1;1;0;1;0;0;0;0;0;Х;7;535;16630,656;31085,33832;2273,618;4249,753271;547;502,2956841;14095;25767,8245;819,631;17,987;70,346;161,991;564,557;310,0137883;310,0035255;320;729,2090747;290,0996441;770,772242;246,72;240,7465691
312;9181113;113;;Denklingen;56,7606;147,66;21,68;6,54;175,93;170,03;1869,51;3420,23;12,39;22,12;335,27;1979;2526;2581;1313;30,41940374;2,177355503;34,86610289;45,4721635;136;227;102;223;123;705;620;445;16;17;20;25;-8;146;197;133;161;36;90;82;66;1;90;5;0;0;0;0;0;0;0;0;2553;1865;688;232;Х;2214;135;Х;41;2153;84,33215825;1080;681;63,05555556;1472;1;12;21;10;7;1;52;51;2141;838;57;Х;20;20;3;Х;Х;2534;99,6;2431;95,6;2431;95,6;191;147;7;63;3;7;12;8;2;2;36;11;16;9;834;1207;78;365;764;6496;Х;Х;Х;20;16;4;23;0;0;0;0;Х;3;12;1287;43969,631;34164,43745;6866,438;5335,227661;1323;523,960396;37007;27972,03326;4130,327;59,552;235,893;2121,994;1705,867;299,9949625;300;300;1632,540316;1725,309091;1976,718182;0;0
313;9181114;114;;Dieяen a.Ammersee, M;82,6662;458,05;18,54;32,21;246,83;233,89;3578,95;3797,55;50,93;83,56;752,75;8318;10133;10326;4951;24,14041837;1,904667917;100,6169106;124,9062538;444;906;370;729;443;2388;2392;2654;52;65;123;140;-75;748;906;613;711;195;381;340;199;2;670;46;1;584;35;1;816;55;0;0;1879;770;1109;217;23;328;610;222;696;1085;57,74348057;3178;2387;75,11013216;-1302;0;11;14;30;25;2;82;82;4270;1984;42;403;158;128;0;0;0;10203;100;9858;96,6;9858;96,6;1211;151,4;22;91;36;61;25;20;4;1;47;9;13;25;3024;4913;506;1737;2670;24026;341;21707;56736;44;37;7;43;2;70;70;79;24;75;91;5163;212787,938;41214,01085;40648,486;7873,036219;4619;448,7079852;149579;32383,41632;10603,822;92,886;1013,907;2658,033;6592,162;310,0023362;309,999786;380,0000238;1034,822094;441,3384405;1032,218893;192,6133517;161,4544742
314;9181115;115;143;Eching a.Ammersee;6,2367;61,64;8,35;10,97;38,32;38,32;417,22;46,09;16,88;24,2;119,69;1293;1654;1681;831;30,00773395;1,632406288;207,2115385;269,3910256;89;157;63;82;60;499;375;356;12;14;9;14;0;91;141;94;119;22;80;62;35;0;0;0;0;0;0;0;0;0;0;0;322;165;157;37;Х;83;72;156;Х;262;81,36645963;607;547;90,11532125;-285;0;1;2;1;2;1;7;7;Х;174;0;0;17;21;0;0;0;1658;100;1632;98,4;1632;98,4;Х;143,8;2;Х;1;2;8;6;2;0;10;2;1;7;564;797;63;204;530;4221;0;0;0;19;16;3;19;0;0;0;0;0;6;Х;844;40852,254;48403,14455;8312,231;9848,614929;833;503,6275695;31606;37942,37695;2359,64;7,479;182,657;748,158;1408,279;289,9961225;290,0007938;269,9998873;1412,112507;948,043088;1665,083782;0;0
315;9181116;116;;Egling a.d.Paar;20,7698;103,62;29,95;6,95;86,62;79,17;1375,62;444,73;7,68;21,81;227,03;1543;2171;2247;1135;45,62540506;3,500690926;74,28984112;108,184882;151;238;102;160;113;620;502;361;20;25;13;18;7;109;99;88;103;-4;140;119;61;1;97;6;0;0;0;0;0;0;0;0;228;140;88;33;4;53;69;66;36;143;62,71929825;880;795;90,34090909;-652;2;5;4;8;9;5;33;31;845;313;Х;Х;18;10;0;0;0;2223;100;2219;99,8;2219;99,8;159;135,6;5;10;11;14;9;8;1;0;10;0;2;8;730;987;45;249;693;5569;0;0;0;6;5;1;5;0;0;0;0;Х;7;10;1000;36157,205;36157,205;5470,011;5470,011;1073;476,2538837;31874;29705,4986;1819,08;39,497;166,203;355,787;1251,595;289,9926579;290,0019194;320;811,0031208;378,0013375;874,2822113;200,8826715;181,6078431
316;9181118;118;144;Eresing;14,2282;89,01;8,26;6,05;60,07;52,94;792,51;448,57;6,23;12,12;157,86;1345;1716;1790;954;33,08550186;4,312354312;94,51862263;125,7905833;100;168;60;129;96;479;411;347;18;17;17;25;-8;99;156;119;95;61;80;74;45;0;0;0;0;0;0;1;695;51;0;0;758;369;389;46;Х;154;237;Х;343;623;82,18997361;670;535;79,85074627;88;0;0;0;4;7;1;12;12;1376;561;Х;94;20;8;1;Х;Х;1751;100;1724;98,5;1724;98,5;175;131,4;2;Х;3;5;5;4;1;0;6;0;2;4;508;732;46;196;490;3905;Х;Х;Х;7;7;0;8;0;0;0;0;18;20;20;814;34647,407;42564,38206;6279,023;7713,787469;811;446,5859031;27030;33329,22318;2415,661;16,83;163,499;1064,464;1164,391;320,022818;320,0027401;370;1369,422336;932,9410431;1397,12585;98,02621083;0
317;9181120;120;144;Finning;23,3262;106,13;8,56;5,98;80,23;80,23;1438,77;647,42;20,54;24,99;194,42;1191;1639;1811;922;52,05709488;10,49420378;51,05015002;77,62537505;132;174;54;145;97;520;421;268;17;16;10;17;-1;132;171;103;108;63;117;92;62;1;126;7;0;0;0;0;0;0;0;0;265;160;105;15;Х;112;Х;37;39;197;74,33962264;672;604;89,88095238;-407;0;2;6;11;9;1;29;29;2171;1096;Х;Х;29;19;1;Х;Х;1651;99;1579;94,7;1579;94,7;120;137,7;5;17;21;31;10;10;0;0;12;1;2;9;561;782;50;214;518;4224;Х;Х;Х;13;11;2;13;0;0;0;0;0;5;5;795;32735,501;41176,73082;5805,859;7302,967296;781;467,6646707;25496;32645,3265;1831,186;22,457;121,726;580,692;1101,68;260,0092625;259,9982913;289,9995274;1023,008939;649,9921788;1178,506145;0;0
318;9181121;121;138;Fuchstal;39,7484;210,4;29,34;12,01;147,09;142,91;2138,22;1330,08;73,62;34,08;383;2771;3527;3743;1924;35,07758932;6,12418486;69,71069182;94,16352201;213;334;148;312;186;1002;857;691;33;39;25;40;-1;255;302;193;219;83;145;135;96;2;419;30;0;0;0;0;0;0;0;0;633;324;309;69;15;268;123;96;131;394;62,24328594;1478;1238;83,76184032;-844;0;6;16;21;7;1;51;51;2000;870;Х;Х;31;32;1;Х;Х;3568;100;3366;94,3;3366;94,3;513;136,7;10;74;10;15;16;14;1;1;32;10;7;15;1214;1662;77;439;1146;9233;Х;Х;Х;15;10;5;13;0;0;0;0;5;16;25;1741;59976,697;34449,56749;9221,61;5296,731763;1786;515,5889145;52019;29125,97984;3134,346;46,799;263,139;674,786;2123,559;289,9925641;280,0006384;350,0001981;851,7244565;371,1807065;891,505163;186,2701197;172,4556132
319;9181122;122;;Geltendorf;34,8197;211,85;45,71;7,62;170,94;144,13;2150,82;848,23;18,89;27,91;411,68;3850;5426;5556;2811;44,31168831;2,395871729;110,5686387;159,5634693;280;484;202;495;334;1438;1344;979;47;42;36;44;-2;312;413;314;299;114;230;210;145;1;196;9;0;0;0;0;0;0;0;0;558;265;293;54;5;213;171;55;114;365;65,41218638;2162;1969;91,07308048;-1604;1;5;12;19;11;2;50;49;1764;713;Х;508;47;41;3;64;Х;5451;100;5403;99,1;5403;99,1;352;120,6;9;53;15;30;7;6;1;0;9;0;3;6;1678;2418;122;725;1571;12797;0;0;0;27;14;13;20;0;0;0;0;3;4;22;2761;101275,098;36680,58602;17068,276;6181,918146;2922;524,4077531;91748;31399,04175;4636,141;53,669;426,384;560,722;3582,755;289,9929756;289,999932;300,0004282;845,7024808;275,0736957;903,1192995;130,0592456;144,340191
320;9181123;123;143;Greifenberg;8,2084;78,82;0,33;5,98;62,12;57,22;330,26;322,7;8,2;12,43;147,75;1243;2136;2228;1112;79,24376508;4,307116105;151,4007308;271,3763703;107;211;83;140;94;612;529;452;18;26;48;49;-23;228;207;174;150;57;120;100;55;0;0;0;0;0;0;0;0;0;0;0;695;357;338;67;Х;229;Х;125;186;597;85,89928058;807;709;87,85625774;-112;0;4;2;3;0;1;10;10;745;146;0;0;22;27;4;212;9126;2159;100;2134;98,8;2134;98,8;Х;184;2;Х;1;1;1;0;0;1;25;12;13;0;654;935;71;260;604;4944;Х;Х;Х;19;14;5;19;1;120;110;99;12;16;35;1058;52581,942;49699,37807;10876,164;10279,92817;1078;497,4619289;43020;39907,23562;3031,882;10,523;184,705;1004,342;1827,686;260,0197677;260,0014077;299,9997548;1383,157847;829,6838504;1563,609033;0;0
321;9181124;124;141;Hofstetten;17,0218;85,08;11,08;5,57;57,85;57,85;980,57;527,86;13,28;20,89;156,45;1245;1768;1838;941;47,63052209;3,959276018;73,14923619;107,9905993;90;161;70;173;110;486;450;298;18;11;18;4;7;119;157;101;126;31;65;70;41;0;0;0;0;0;0;0;0;0;0;0;223;96;127;13;Х;101;57;12;Х;168;75,33632287;741;686;92,57759784;-518;2;3;2;11;6;1;25;23;1523;713;Х;0;27;22;1;Х;Х;1756;100;1672;95,2;1672;95,2;Х;131,1;6;28;3;9;14;11;2;1;19;0;6;13;560;840;68;260;512;4301;Х;Х;Х;6;4;2;4;0;0;0;0;Х;Х;5;869;30904,132;35562,86766;4926,91;5669,631761;864;484,8484848;25373;29366,89815;1447,001;21,709;132,713;219,178;1067,601;280,0077389;279,9970463;300;791,5760394;310,7489059;857,9983589;174,4309764;191,9888889
